page	claim_id	heading	label	status	warrant	reference	context
book7/ch-escher.html	ch-escher#7	§ 12 &nbsp; M&ouml;bius Strip II &mdash; the side that is not there12 	proved	proved	-	-	middle intersection form on H&sup3; is skew-symmetric and nondegenerate, which forces b 3 to be even. The Euler characteristic is therefore even, and 33 is unavailable in that cate
book7/ch-escher.html	ch-escher#8	§ 12 &nbsp; M&ouml;bius Strip II &mdash; the side that is not there12 	conjecture	conjecture	-	-	y &mdash; not unproved, refuted. What remains open is the door the ants are walking through: an odd value is permitted only where orientation reverses, or where the group action ha
book7/ch-escher.html	ch-escher#9	§ 12 &nbsp; M&ouml;bius Strip II &mdash; the side that is not there12 	proved	proved	-	-	k before the framework could be written. The graphite did the work that no equation in his lifetime could do, and the equations that arrived decades later only confirmed what the g
book7/ch-faraday.html	ch-faraday#1	Sete Teoremas Faraday em AXLE	formalized	-	kernel	-	repositório AXLE. O Projecto 1080 (1.080 teoremas formais, zero sorry ) foi alcançado em 22 de Junho de 2026. · All seven theorems are registered in the AXLE repository. The AXLE r
book7/ch-faraday.html	ch-faraday#2	O Geómetra e o Algebrista	formalised	-	kernel	-	$\mu_0 = 9/4$, $c = 1/\sqrt{\varepsilon_0\mu_0} = 2/3 \cdot \sqrt{4} = 2$. 🇺🇸 English Secondary Faraday and Maxwell form a unique pair in the history of science: one saw without fo
book7/ch-feynman.html	ch-feynman#1	Richard FeynmanA Soma Sobre Histórias · The Sum Over Histories	measured	-	measured	-	o . É o que sobra depois do cancelamento — e essa é a diferença inteira entre as duas mecânicas. Classically, one path. Feynman: every path, each contributing a little arrow whose 
book7/ch-feynman.html	ch-feynman#2	Richard FeynmanA Soma Sobre Histórias · The Sum Over Histories	measured	-	measured	-	eir number changes across the discriminant 4a³ + 27b² = 0. That ties the Higgs directly to Section IV. The unbroken symmetric point is the A₃ point — the same one whose oscillatory
book7/ch-feynman.html	ch-feynman#3	Richard FeynmanA Soma Sobre Histórias · The Sum Over Histories	established	proved	cited	-	ue este capítulo mede expoentes em vez de explicar o que a fase «é». — Richard Feynman, 1965 · The Character of Physical Law Seção IX · Section IX Inventário Honesto · Honest Inven
book7/ch-feynman.html	ch-feynman#4	Richard FeynmanA Soma Sobre Histórias · The Sum Over Histories	established	proved	cited	-	ormal da cúspide. κ* ≈ 0.882 concorda com cos θ W a 0.073 % — e a coincidência é recusada , porque um corpus deste tamanho espera 0.32 delas. Não estabelecido, e não reivindicado e
book7/ch-feynman.html	ch-feynman#5	Richard FeynmanA Soma Sobre Histórias · The Sum Over Histories	not claimed	open	-	-	ide. κ* ≈ 0.882 concorda com cos θ W a 0.073 % — e a coincidência é recusada , porque um corpus deste tamanho espera 0.32 delas. Não estabelecido, e não reivindicado em lado nenhum
book7/ch-grothendieck.html	ch-grothendieck#1		measured	-	measured	-	re not wrong; they are ungrounded , resting on semantics that live one rung below, on a rung never written. Grothendieck&rsquo;s group is that rung's floor. Part III &middot; The O
book7/ch-grothendieck.html	ch-grothendieck#2	Addendum &middot; the division nobody performed	hypothesis	conjecture	-	-	he quantity came from. Place in the Series Grothendieck appears twice more in this gallery and is the same person each time. The Weil chapter records that he built étale cohomology
book7/ch-grothendieck.html	ch-grothendieck#3	Addendum &middot; the division nobody performed	conjecture	conjecture	-	-	to get the Riemann hypothesis for varieties out of it a particular way, that Deligne got it in 1974 by a route he did not regard as the right one, and that his own intended route &
book7/ch-grothendieck.html	ch-grothendieck#4	Place in the Series	conjecture	conjecture	-	-	that one is not. Connes is the ceiling the floor is for. The pattern across the three is one pattern. Grothendieck is the figure this corpus quotes furthest above where it stands &
book7/ch-grothendieck.html	ch-grothendieck#5	Place in the Series	proved	proved	-	-	t. Connes is the ceiling the floor is for. The pattern across the three is one pattern. Grothendieck is the figure this corpus quotes furthest above where it stands &mdash; the sta
book7/ch-grothendieck.html	ch-grothendieck#6	References	conjecture	conjecture	-	-	eck 1957 The Grothendieck&ndash;Riemann&ndash;Roch theorem and the group $K$; written up by Borel and Serre, Bull. SMF 86 (1958). The letter is for Klasse . Grothendieck 1968&ndash
book7/ch-grothendieck.html	ch-grothendieck#7	References	conjecture	conjecture	-	-	written up by Borel and Serre, Bull. SMF 86 (1958). The letter is for Klasse . Grothendieck 1968&ndash;69 &ldquo;Standard conjectures on algebraic cycles&rdquo; &mdash; the intende
book7/ch-hamilton.html	ch-hamilton#1	William Rowan HamiltonQuaternions · A Primeira Não-Comutatividade	proved	proved	-	-	do Monster — é construído sobre a estrutura $\mathbb{O}^3$. O caminho de Hamilton a Conway, Fischer e Griess é direto. 🇺🇸 English Hamilton's quaternions are the third step of a fin
book7/ch-hawking.html	ch-hawking#1		proved	proved	-	-	pode ser evitada por nenhuma configuração da matéria. O operador contrai independentemente das condições iniciais específicas. O ponto fixo existe. Ponto. 🇺🇸 English Secondary In 1
book7/ch-hawking.html	ch-hawking#2		hypothesis	conjecture	-	-	T language: the strong energy condition is the curvature constraint K — the operator K forces $|\kappa| \to \kappa^*$. The trapped surface is the initial condition that satisfies B
book7/ch-hawking.html	ch-hawking#3	Stephen Hawkingpela Lente GTCT	proved	proved	-	-	The strong energy condition is the operator K. The trapped surface is the contraction condition. The singularity is the unique fixed point $x^* \in M$ such that $G(x^*) = x^*$. Haw
book7/ch-hawking.html	ch-hawking#4	A Série Aplicada a Si Mesma	conjecture	conjecture	-	-	ormation Paradox Claim: The operator $U$ is injective through the fold $F$ at the event horizon. Information entering at $C$ is recoverable at $U$, even after complete black hole e
book7/ch-hawking.html	ch-hawking#5	A Série Aplicada a Si Mesma	proved	proved	-	-	Claim: The operator $U$ is injective through the fold $F$ at the event horizon. Information entering at $C$ is recoverable at $U$, even after complete black hole evaporation. Statu
book7/ch-hawking.html	ch-hawking#6	A Série Aplicada a Si Mesma	hypothesis	conjecture	-	-	: QuantumState, U ψ_out = ψ_in -- Missing lemma: non-perturbative unitarity of Hawking radiation This is not a failure of the theory. It is an honest sorry — a precisely named lemm
book7/ch-hawking.html	ch-hawking#7	A Série Aplicada a Si Mesma	conjecture	conjecture	-	-	licly in 2004: he conceded his bet to John Preskill. The information probably exits. We just don't know how yet. AXLE v6.1 marks this problem as one of nine open sorrys. It is in g
book7/ch-huh.html	ch-huh#1		proved	proved	-	-	rincipia Orthogona &middot; Vol VII Scientist Gallery Geometria Tropical Ramanujan WP-61 Vol VI Capítulo Ju &middot; Vol VII &middot; Scientist Gallery C K F = build the right stru
book7/ch-huh.html	ch-huh#2		conjecture	conjecture	-	-	Michigan in 2014, and the Fields Medal in 2022, the first of Korean descent. The citation reads: &ldquo;for bringing the ideas of Hodge theory to combinatorics, the proof of the Do
book7/ch-huh.html	ch-huh#3		conjecture	conjecture	-	-	citation reads: &ldquo;for bringing the ideas of Hodge theory to combinatorics, the proof of the Dowling&ndash;Wilson conjecture for geometric lattices, the proof of the Heron&ndas
book7/ch-huh.html	ch-huh#4		conjecture	conjecture	-	-	on conjecture for geometric lattices, the proof of the Heron&ndash;Rota&ndash;Welsh conjecture for matroids, the development of the theory of Lorentzian polynomials, and the proof 
book7/ch-huh.html	ch-huh#5		proved	proved	-	-	of the Heron&ndash;Rota&ndash;Welsh conjecture for matroids, the development of the theory of Lorentzian polynomials, and the proof of the strong Mason conjecture.&rdquo; 2 &middot
book7/ch-huh.html	ch-huh#6		conjecture	conjecture	-	-	sequence of positive numbers $a_0, a_1, \ldots, a_r$ is log-concave when $a_k^2 \ge a_{k-1}a_{k+1}$ for every interior $k$. Log-concave sequences rise, peak once, and fall. They do
book7/ch-huh.html	ch-huh#7		conjectured	conjecture	-	-	a graph with $q$ colours so no edge joins two of the same. The number of ways is a polynomial in $q$ — the chromatic polynomial. Its coefficients alternate in sign, and their absol
book7/ch-huh.html	ch-huh#8		proved	proved	-	-	of the same. The number of ways is a polynomial in $q$ — the chromatic polynomial. Its coefficients alternate in sign, and their absolute values had been conjectured since 1968 to 
book7/ch-huh.html	ch-huh#9		proved	proved	-	-	n arbitrary matroid they constructed a ring that behaves like the cohomology of a smooth projective variety — Poincaré duality, the hard Lefschetz theorem, and the Hodge&ndash;Riem
book7/ch-huh.html	ch-huh#10		conjecture	conjecture	-	-	haracterised by elementary linear algebra — the Hessian has exactly one positive eigenvalue. Matroids, and more generally M-convex sets, are characterised by the Lorentzian propert
book7/ch-huh.html	ch-huh#11	1 &middot; The late arrival	conjecture	conjecture	-	-	— max-plus semiring, the tropicalised ladder converging to $\tau = 2$ Genuinely the same machinery. Cohomology ring with Poincaré duality, built by hand $\chi(H^*(X^6)) = 33$ — Vol
book7/ch-huh.html	ch-huh#12	1 &middot; The late arrival	conjecture	conjecture	-	-	ré duality, built by hand $\chi(H^*(X^6)) = 33$ — Vol VI's central open conjecture An Euler characteristic of a cohomology ring. This is his street. The last row is the one to sit 
book7/ch-huh.html	ch-huh#13	1 &middot; The late arrival	established	proved	cited	-	y that. If $X^6$ has a Chow-ring presentation, the tools to attack $\chi = 33$ already exist and are not ours. 4 &middot; The boundary, computed Adjacency is not overlap, and the d
book7/ch-huh.html	ch-huh#14	2 &middot; What he actually proved	verified symbolically	-	recomputed	-	ady exist and are not ours. 4 &middot; The boundary, computed Adjacency is not overlap, and the difference should be established rather than asserted. Two computations settle it. P
book7/ch-huh.html	ch-huh#15	2 &middot; What he actually proved	verified symbolically	-	recomputed	-	= -1 p_3(1) = -2 p_4(1) = -3 p_5(1) = -4 p_6(1) = -5 -> p_n(1) = 1 - n Nonzero for every $n > 1$. No n-bonacci polynomial is the characteristic polynomial of any matroid. &#8718; P
book7/ch-huh.html	ch-huh#16	4 &middot; The boundary, computed	conjecture	conjecture	-	-	ord that means something else to everyone who owns it. 6 &middot; What one would actually ask him In the register of the conference pointer pages : questions, not claims. Ask &midd
book7/ch-huh.html	ch-huh#17	4 &middot; The boundary, computed	conjecture	conjecture	-	-	33$ for a six-dimensional Wigner-crystal candidate. Is there a presentation of $X^6$ as a Chow ring of a combinatorial object — a fan, a lattice, a matroid? If yes, the AHK machine
book7/ch-huh.html	ch-huh#18	6 &middot; What one would actually ask him	empirical	-	measured	-	Δ on the same axis as c* = 3, which reads as η = c*. The ladder is indexed by rank n; the threshold is the coefficient c. Both are 3; the constants are not. Ch η Tribonacci as crit
book7/ch-huh.html	ch-huh#19	7 &middot; Where this sits in the AULA track	conjecture	conjecture	-	-	o physics, biology and markets: finding that objects with no apparent geometry have one, and that the geometry does the proving. The difference is that he closed his. The Heron&nda
book7/ch-huh.html	ch-huh#20	7 &middot; Where this sits in the AULA track	measured	-	measured	-	nce is that he closed his. The Heron&ndash;Rota&ndash;Welsh conjecture stood for fifty years and is now a theorem. That is the standard the neighbouring field sets, and it is the r
book7/ch-keplers-correspondents.html	ch-keplers-correspondents#1	Two men, two doorways into the revolution	measured	-	measured	-	rd without a mystery attached: the scholars who cared about the heavens moved between communities as easily as knowledge itself does. The instruments did not check anyone's genealo
book7/ch-kitagawa.html	ch-kitagawa#1	Open Problems in the Framework	established	proved	cited	-	um Selectivity and Adsorption Energy Claim: The adsorption energy ε_ads of a molecule at a Zn²⁺ site is determined by pore geometry and metal charge via the electrostatic potential
book7/ch-kitagawa.html	ch-kitagawa#2	Open Problems in the Framework	empirical	-	measured	-	is the most concrete embodiment of TO/TOGT in contemporary materials science. Where Dirac's equation was abstract — a differential operator on spinor space — and Curie's law was ph
book7/ch-lattes.html	ch-lattes#1		proved	proved	-	-	ks of charged mesons were long enough to allow mass measurement. This chemical intervention in the C operator substrate was his first technical act at Bristol — and it was decisive
book7/ch-lattes.html	ch-lattes#2	César Mansueto Giulio Lattes — A Condição Inicial Certa	proved	proved	-	-	o detector; o píon, o sinal. EN · English In April 1947, Lattes travelled to Bolivia and ascended Chacaltaya — a weather station at 5,200 metres altitude in the Bolivian Andes. The
book7/ch-lattes.html	ch-lattes#3	U[ψ*] = VYukawa(r) — O Núcleo Ligado Pelo Píon	proved	proved	-	-	rack dm3.Lattes — prova do limiar de produção e do alcance de Yukawa -- dm3.Lattes -- Operadores físicos de Lattes: C (emulsão) → K (Chacaltaya) → F (V-track π→μ+ν) → U (Yukawa) --
book7/ch-lattes.html	ch-lattes#4	U[ψ*] = VYukawa(r) — O Núcleo Ligado Pelo Píon	proved	proved	-	-	prova do limiar de produção e do alcance de Yukawa -- dm3.Lattes -- Operadores físicos de Lattes: C (emulsão) → K (Chacaltaya) → F (V-track π→μ+ν) → U (Yukawa) -- Status: K_altitud
book7/ch-lattes.html	ch-lattes#5	U[ψ*] = VYukawa(r) — O Núcleo Ligado Pelo Píon	proved	proved	-	-	dução e do alcance de Yukawa -- dm3.Lattes -- Operadores físicos de Lattes: C (emulsão) → K (Chacaltaya) → F (V-track π→μ+ν) → U (Yukawa) -- Status: K_altitude proved; F_vtrack pro
book7/ch-levi.html	ch-levi#1	Claims and their status	contested	argued	-	-	ion The negotium/ascholía etymology and the Aristotle/ scholē reading Verified (standard) · the application to Levi is this chapter's argument, not a claim of his Manner of death R
book7/ch-levi.html	ch-levi#2	Claims and their status	contested	argued	-	-	cholía and Aristotle's scholē . House rule: verify the epigraph's wording and the Royal Institution poll's exact phrasing in primary sources before this goes to print; treat the de
book7/ch-maxwell.html	ch-maxwell#1	James Clerk MaxwellAs Quatro Pontes · The Four Bridges	measured	-	measured	-	anifold — the unique value the self-application of the electromagnetic operator preserves in vacuum. Maxwell calculated $c = 1/\sqrt{\mu_0\varepsilon_0} \approx 3.107 \times 10^8$ 
book7/ch-maxwell.html	ch-maxwell#2	James Clerk MaxwellAs Quatro Pontes · The Four Bridges	measured	-	measured	-	ue the self-application of the electromagnetic operator preserves in vacuum. Maxwell calculated $c = 1/\sqrt{\mu_0\varepsilon_0} \approx 3.107 \times 10^8$ m/s from laboratory-meas
book7/ch-maxwell.html	ch-maxwell#3	James Clerk MaxwellAs Quatro Pontes · The Four Bridges	proved	proved	-	-	assumed it would be relative to the luminiferous aether — the hypothetical static medium. Michelson and Morley searched for that aether in 1887 and found nothing. Maxwell's Legacy 
book7/ch-maxwell.html	ch-maxwell#4	James Clerk MaxwellAs Quatro Pontes · The Four Bridges	formalised	-	kernel	-	2 + dz^2$. See ch-einstein.html . [MODEL] Maxwell formalizou o que Faraday viu. Derivou a luz sem procurar luz. Deixou a porta aberta para Einstein — e morreu um ano antes de Einst
book7/ch-metchnikoff.html	ch-metchnikoff#1	A Cadeia da Fermentação	established	proved	cited	-	y transient in the human gut rather than colonizing: it does not durably reshape the resident microbiome the way Metchnikoff's model required. The fermentation mechanism of Section
book7/ch-metchnikoff.html	ch-metchnikoff#2	O Sorry Central	established	proved	cited	-	's bioreactor scale-up framework and to food-safety requirements in biomanufacturing. The orthobiosis longevity claim is historically important but scientifically unresolved, and m
book7/ch-nachbin.html	ch-nachbin#1		proved	proved	-	-	ritten for one direction ends up being used in both without anyone deciding to. And e vice-versa , the harder half &mdash; carrying a result back. That is where this corpus has los
book7/ch-nachbin.html	ch-nachbin#2	A dictionary is a model plus its error term	measured	-	measured	-	es not. Every claim this corpus makes about irreversibility, folds that cannot be undone, and history mattering is downstream of that single trade, and until now the trade had been
book7/ch-nachbin.html	ch-nachbin#3	A dictionary is a model plus its error term	measured	-	measured	-	gle trade, and until now the trade had been argued rather than measured. One demonstration still abandoned Homogenisation by travel time. A layered medium was driven with a pulse a
book7/ch-nachbin.html	ch-nachbin#4	A dictionary is a model plus its error term	measured	-	measured	-	ned Homogenisation by travel time. A layered medium was driven with a pulse and the arrival time measured, expecting convergence to $\sqrt{\langle c^{-2}\rangle^{-1}} = 1.2649$ as 
book7/ch-nachbin.html	ch-nachbin#5	A dictionary is a model plus its error term	measured	-	measured	-	1&ndash;1.35 across five thicknesses and did not converge, because front arrival measures the geometric-optics speed 1.3333 whatever the effective medium does to the body of the pu
book7/ch-nachbin.html	ch-nachbin#6	Why the momentum, and why damping ends it	measured	-	measured	-	eter. Reverberation time is set by absorption; a damped mode has poles a distance $\gamma$ off the real axis; the resonance half-width is $\gamma$; the decay rate is $\gamma$; and 
book7/ch-nachbin.html	ch-nachbin#7	Why the momentum, and why damping ends it	measured	-	measured	-	gamma; = 0.002 0.0040 250 6.5 &times; 10&#8315;&sup1; &gamma; = 0.03 0.0600 17 9.6 &times; 10&#8315;&sup1; Read that table sideways and it says something worth keeping. A resonance
book7/ch-nachbin.html	ch-nachbin#8	Yes: it is reverb, and the word is not a metaphor	measured	-	measured	-	stract that belongs in this corpus The paper also studies &ldquo;the influence of temperature fluctuations on the focusing quality.&rdquo; Which is the whole problem, stated in a r
book7/ch-nachbin.html	ch-nachbin#9	Yes: it is reverb, and the word is not a metaphor	measured	-	measured	-	e a clean cavity would need an array, because chaos plus reverberation does the aperture's work. And Weaver &amp; Lobkis , Temperature dependence of diffuse field phase , is the me
book7/ch-nachbin.html	ch-nachbin#10	You cannot clap at a hurricane. It turns out you do not have to.	hypothesis	conjecture	-	-	under a withdrawal notice: an earlier draft claimed the stupas form a frequency ladder covering the seismic spectrum, no measurement was found to support it, and the claim was pull
book7/ch-nachbin.html	ch-nachbin#11	You cannot clap at a hurricane. It turns out you do not have to.	measured	-	measured	-	age &mdash; a tone generator for Newark Wellness Soundworks, not a piece of mathematics. What follows checks the physics that page rests on, and finds one thing wrong with it. What
book7/ch-nachbin.html	ch-nachbin#12	Place in the Series	established	proved	cited	-	ts for them. André Nachbin is not to be confused with Leopoldo Nachbin (1922–1993), the Brazilian mathematician of Nachbin's theorem and holomorphy in infinite dimensions. No relat
book7/ch-nachbin.html	ch-nachbin#13	References	measured	-	measured	-	ett. 79 , 407&ndash;410; theoretical limits, JASA 105 , 611. Weaver &amp; Lobkis 2000 Temperature dependence of diffuse field phase , Ultrasonics 38 , 491&ndash;494 &mdash; the med
book7/ch-nachbin.html	ch-nachbin#14	References	measured	-	measured	hbin-acoustics-verify.py	hbin-acoustics-verify.py &mdash; 5 blocks, standard library only. &gamma;/linewidth/Q from the reverberation table; Schroeder frequency and modal overlap swept over volume; the 110
book7/ch-pasteur.html	ch-pasteur#1		measured	-	measured	-	Ch M sits downstream of it. The Pasteur effect — his finding that yeast metabolism switches discretely depending on oxygen availability — is a literal, historically prior instance 
book7/ch-ramanujan.html	ch-ramanujan#1		established	proved	cited	-	his is the C operator of the dm³ chain applied to the integer lattice. The partition function is a contact-counting problem: how many distinct paths through the lattice reach heigh
book7/ch-ramanujan.html	ch-ramanujan#2		proved	proved	-	-	$n$? ↳ C operator established · II · The Hardy-Ramanujan Asymptotic as Fold F Connection II · The Fold π appears in the exponent because the recurrence closes at T* = 2π In 1918, H
book7/ch-ramanujan.html	ch-ramanujan#3	II · The Hardy-Ramanujan Asymptotic as Fold F	proved	proved	-	-	ot. They satisfy almost-modular transformation properties with an extra error term that Ramanujan could not control. For 80 years, no one knew what mock theta functions were . In 2
book7/ch-ramanujan.html	ch-ramanujan#4	III · Mock Theta Functions as Honest Sorrys	proved	proved	-	-	y . Ramanujan's 1920 letter is the earliest record in mathematics of a named honest sorry: a precisely specified incompleteness at a known boundary, carrying full information about
book7/ch-ramanujan.html	ch-ramanujan#5	III · Mock Theta Functions as Honest Sorrys	formalized	-	kernel	-	each the seed of a proof to come. Ramanujan's last letter had 17. They are the same gesture. By August 2026 all nine were closed. The registry that holds them was itself recounted 
book7/ch-strang.html	ch-strang#1	Four subspaces, and the diagram that carries them	proved	proved	-	Orthogenesis/Geometry/HexForm.lean	Eisenstein norm form, discriminant $-3$, and the six hex neighbours are its vectors of norm one. `Orthogenesis/Geometry/HexForm.lean` records this in the repository; the form and i
book7/ch-strang.html	ch-strang#2	The same quadratic form, three chapters running	hypothesis	conjecture	-	-	and that trade is the right one for a first course and the wrong one for a proof obligation &mdash; a distinction this corpus has reason to keep sharp. Where a result needs the spe
book7/ch-symplectic.html	ch-symplectic#1	Geometria SimpléticaO Pai da Geometria de Contato	conjecture	conjecture	-	-	m³: $M = \mathbb{R}^3$ with $\alpha = dz - r^2\,d\theta$ is the boundary of phase space $W = T^*\mathbb{R}^2$ with $\omega = d\alpha$. The G-chain flows in $W$; the observer lives 
book7/ch-symplectic.html	ch-symplectic#2	Geometria SimpléticaO Pai da Geometria de Contato	proved	proved	-	-	}^3$ with $\alpha = dz - r^2\,d\theta$ is the boundary of phase space $W = T^*\mathbb{R}^2$ with $\omega = d\alpha$. The G-chain flows in $W$; the observer lives in $M$. Weinstein'
book7/ch-tao.html	ch-tao#1		conjecture	conjecture	-	-	Scientist Gallery · Principia Orthogona ⚜ Principia Orthogona · G1–G7 Ch.H G4 G7 G13 Omega Point G7 &middot; The Scientist Gallery &middot; Attribution Series Terence Tao He did no
book7/ch-tao.html	ch-tao#2		proved	proved	-	-	$f$ with $f(N) \to \infty$ &mdash; as slowly as you like, $\log\log\log N$ if you want &mdash; $\mathrm{Col}_{\min}(N) \le f(N)$ for almost all $N$, in the sense of logarithmic den
book7/ch-tao.html	ch-tao#3		conjecture	conjecture	-	-	rewritten in a measure that could hold it. Part II &middot; Why This Corpus Owes Him a Chapter The sentence in Book 3, and the test it has never had Book 3 &middot; Ch.H opens with
book7/ch-tao.html	ch-tao#4	Two densities, and only one of them can see	hypothesis	conjecture	-	-	the third stage is , and from the inside they are indistinguishable. Nothing tells a true &ldquo;I can see it&rdquo; from a false one except the work of trying to write it down. Ch
book7/ch-tao.html	ch-tao#5	Two densities, and only one of them can see	machine-checked	-	kernel	-	sentence is a hypothesis about which kind it has. It has not been tested, and saying so costs the chapter nothing it was entitled to. Part III &middot; The Atlas Twenty-two million
book7/ch-tao.html	ch-tao#6	Two densities, and only one of them can see	proved	proved	-	-	most four operations &mdash; there are 4,694 of them &mdash; and settle, for every ordered pair, whether the first implies the second. That is $4694 \times 4693 = 22{,}028{,}942$ q
book7/ch-tao.html	ch-tao#7	The sentence in Book 3, and the test it has never had	proved	proved	-	book4/ZetaReflection.lean	case. And the smallest of the four, which is the one that already happened On 8 September 2026 Mathlib merged logDeriv_riemannZeta_one_sub , PR #43252, contributed by Tao. The same
book7/ch-tatiana.html	ch-tatiana#1	F[ψ] — Polylaminin como Ponto Fixo da Agregação Autocatalítica	empirical	-	measured	-	molecular geometry (three peptide chains joined by a central globular region), and when it polymerises, the most efficient packing of these crosses is a network with D₆ symmetry. T
book7/ch-tatiana.html	ch-tatiana#2	F[ψ] — Polylaminin como Ponto Fixo da Agregação Autocatalítica	measured	-	measured	-	n-degenerate minimum at origin: laminin has a central binding site (G-domain) that anchors the network (iii) Natural frequency $\omega_0 = \sqrt{3}$ (Hill coefficient of laminin-in
book7/ch-tatiana.html	ch-tatiana#3	F[ψ] — Polylaminin como Ponto Fixo da Agregação Autocatalítica	proved	proved	-	-	apira-SP) — one of Brazil's largest pharmaceutical companies. The process uses laminin extracted from human placenta discarded after birth, purified and lyophilised for clinical ap
book7/ch-tatiana.html	ch-tatiana#4	A Cadeia Completa: Walden → Nobel → UFRJ → Bruno Drummond	scaffold	open	-	CatGT_Tatiana.lean	desceu as escadas. Eu não esperava que ele dançasse." "He walked down the stairs. I did not expect him to dance." — Tatiana Coelho de Sampaio, sobre Bruno Drummond §5 · AXLE · Lean
book7/ch-tatiana.html	ch-tatiana#5	A Cadeia Completa: Walden → Nobel → UFRJ → Bruno Drummond	scaffold	open	-	CatGT_Tatiana.lean	affold Terapêutico CatGT_Tatiana.lean — prova do portão de pH e do ponto fixo hexagonal -- CatGT_Tatiana.lean -- Operadores terapêuticos da polylaminin: C (laminina) → K (pH) → F (
book7/ch-tatiana.html	ch-tatiana#6	A Cadeia Completa: Walden → Nobel → UFRJ → Bruno Drummond	proved	proved	-	CatGT_Tatiana.lean	.lean — prova do portão de pH e do ponto fixo hexagonal -- CatGT_Tatiana.lean -- Operadores terapêuticos da polylaminin: C (laminina) → K (pH) → F (polimerização) → U (scaffold neu
book7/ch-tatiana.html	ch-tatiana#7	A Cadeia Completa: Walden → Nobel → UFRJ → Bruno Drummond	proved	proved	-	CatGT_Tatiana.lean	tão de pH e do ponto fixo hexagonal -- CatGT_Tatiana.lean -- Operadores terapêuticos da polylaminin: C (laminina) → K (pH) → F (polimerização) → U (scaffold neural) -- Status: KpH 
book7/ch-thom.html	ch-thom#1	René Thom	empirical	-	measured	-	e from a gradient flow on a potential with $\le 4$ control parameters, then its generic singularities fall into one of these seven diffeomorphism classes. It says nothing about whi
book7/ch-thom.html	ch-thom#2	The Topologist	empirical	-	measured	-	class a specific empirical system belongs to, nothing about the values its control parameters take, and nothing about whether the system is a gradient flow on a potential at all. T
book7/ch-thom.html	ch-thom#3	Seven Ways to Fall Off a Smooth Curve	established	proved	cited	-	ons, erroneous consequences, and exaggerated claims" — concluding that catastrophe theory had, at that point, "made no significant contributions to biology and the social sciences"
book7/ch-thom.html	ch-thom#4	Zeeman, and the Controversy	measured	-	measured	-	3 - 3q$ — both, structurally, Thom normal forms, the fold and the cusp from the table above, wearing biological variable names. Both produced the target eigenvalues. Neither deriva
book7/ch-thoreau.html	ch-thoreau#1	Do Lago à Medula	empirical	-	measured	-	sachusetts. This was not an act of retreat — it was an experiment in contact. Thoreau wanted to live deliberately, in his own words, so as not to discover at death that he had not 
book7/ch-thoreau.html	ch-thoreau#2	Do Lago à Medula	measured	-	measured	-	stems. Axiom T-1 · Phenology as Time Series Let $\tau_s(t)$ be the first-flowering date of species $s$ in year $t$. The derivative $d\tau_s/dt$ measures the ecosystem response to t
book7/ch-thoreau.html	ch-thoreau#3	Do Lago à Medula	proved	proved	-	-	gin of Species in 1860, two months after publication, and immediately recognised in Darwin the theory his own Walden data had been waiting for. In his diary of 1 January 1860 he wr
book7/ch-thoreau.html	ch-thoreau#4	Walden como ψ₀ — A Condição Inicial	formalised	-	kernel	-	uce. K does not transform the protein; it decides which protein continues. K[ψ](r) = θ(κ* − d(r)) · ψ(r) θ = Heaviside step function κ* = fitness threshold d(r) = distance to optim
book7/ch-waddington.html	ch-waddington#1		empirical	-	measured	-	isible phenotype stays constant even while the underlying causal factors vary. The paper is three pages long and contains no differential equation. It did not need one to be right;
book7/ch-waddington.html	ch-waddington#2		proved	proved	-	-	mes. The valley floor is not flat but ribbed, so that a ball nudged sideways rolls back to the valley's centerline rather than drifting into the wrong valley — this is canalization
book7/ch-waddington.html	ch-waddington#3	The Epigenetic Landscape	formalized	-	kernel	-	tral image turned out to need a formula it didn't originally have, and who is on record guessing correctly what shape that formula would eventually take. Part III · Place in the Se
book7/ch-weil.html	ch-weil#1		proved	proved	-	-	André Weil · Book 7: Scientist Gallery · Principia Orthogona ⚜ Principia Orthogona · G1–G7 G4 G5 G6 G7 Omega Point G7 &middot; The Scientist Gallery &middot; Attribution Series And
book7/ch-weil.html	ch-weil#2		hypothesis	conjecture	-	-	· Book 7: Scientist Gallery · Principia Orthogona ⚜ Principia Orthogona · G1–G7 G4 G5 G6 G7 Omega Point G7 &middot; The Scientist Gallery &middot; Attribution Series André Weil He 
book7/ch-weil.html	ch-weil#3		proved	proved	-	-	and then spent the rest of his life making clear why that proof does not cross over. This chapter is in the gallery for the second half of that sentence. Part I &middot; The Theore
book7/ch-weil.html	ch-weil#4		hypothesis	conjecture	-	-	cients. It satisfies a functional equation relating $T$ to $1/(qT)$ &mdash; the exact analogue of $s \mapsto 1-s$. And every reciprocal root of $P$ has absolute value $\sqrt{q}$, w
book7/ch-weil.html	ch-weil#5		hypothesis	conjecture	-	book7/ch-weil-verify.py	roots $\alpha_i$ of $P(T)$ satisfy $|\alpha_i| = \sqrt{q}$. Equivalently $\big|\#C(\mathbb{F}_q) - (q+1)\big| \le 2g\sqrt{q}$. For $g = 1$ this is the Hasse bound, and the whole of
